form,form_type,form_name,service_center,center_address,ZIP,time_min,time_max,State,Congressional_district,Rep,Party
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Harlingen TX,"1717 Zoy St, Harlingen, TX 78552",78552,14,18,,,,
N-400,,Application for Naturalization,Helena MT,"450 Main Street, 4th Floor, Hartford, CT 06103",06103,10,19.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Hartford CT,"450 Main Street, 4th Floor, Hartford, CT 06103",06103,4,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Hialeah FL,"5880 NW 183rd St, Hialeah, FL 33015",33015,5.5,7.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Honolulu HI,"500 Ala Moana Blvd Ste 2-403, Honolulu, HI 96813",96813,4,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Houston TX,"810 Gears Rd Suite 100, Houston, TX 77067",77067,18,23,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Imperial CA,"509 Industry Way Suite A, Imperial, CA 92251",92251,6,8,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Indianapolis IN,"1099 N Meridian St 10th floor, Indianapolis, IN 46204",46204,4.5,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Jacksonville FL,"0930, 4121 Southpoint Blvd, Jacksonville, FL 32216",32216,5.5,7.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Kansas City MO,"1833, 10320 NW Prairie View Rd Suite 109, Kansas City, MO 64153",64153,2.5,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Kendall FL,"14675 SW 120th St, Miami, FL 33186",33186,8,10.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Las Vegas NV,"4712, 5650 Badura Ave #100, Las Vegas, NV 89118",89118,6,8,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Helena MT,"450 Main Street, 4th Floor, Hartford, CT 06103",06103,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Long Island NY,"5018, 22-11 43rd Ave, Long Island City, NY 11101",11101,18,23,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Los Angeles CA,"300 N Los Angeles St rm 7631, Los Angeles, CA 90012",90012,7.5,9.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Los Angeles County CA,"300 N Los Angeles St rm 7631, Los Angeles, CA 90012",90012,4,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Louisville KY,"601 West Broadway 6th Fl, Ste 636, Louisville, KY 40202",40202,3.5,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Memphis TN,"80 Monroe Ave 7th Floor, Memphis, TN 38103",38103,7.5,10,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Miami FL,"8801 NW 7th Ave, Miami, FL 33150",33150,7.5,10,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Milwaukee WI,"310 E Knapp St, Milwaukee, WI 53202",53202,10,13,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Minneapolis-St. Paul MN,"250 S Marquette Ave Suite 710, Minneapolis, MN 55401",55401,5.5,7.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Montgomery AL,"3381 Atlanta Hwy, Montgomery, AL 36109",36109,7.5,9.5,,,,
I-485,,Application to Register Permanent Residence or Adjust Status,Newark NJ,"2506, 970 Broad St, Newark, NJ 07102",07102,10.5,21.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Nashville TN,"340 Plus Park Blvd, Nashville, TN 37217",37217,2.5,7,,,,
N-400,,Application for Naturalization,Newark NJ,"2506, 970 Broad St, Newark, NJ 07102",07102,8.5,17,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,New Orlean LA,"1250 Poydras St Suite 1800, New Orleans, LA 70113",70113,19.5,25,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,New York City NY,"0127, 26 Federal Plaza, New York, NY 10278",10278,17,22,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Norfolk VA,"5678 E Virginia Beach Blvd, Norfolk, VA 23502",23502,11.5,14.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Oakland Park FL,"4451 NW 31st Ave, Oakland Park, FL 33309",33309,7.5,9.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Oklahoma City OK,"4400 SW 44th St Suite A, Oklahoma City, OK 73119",73119,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Orlando FL,"6680 Corporate Centre Blvd, Orlando, FL 32822",32822,7.5,9.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Philadelphia PA,"30 N 41st St, Philadelphia, PA 19104",19104,8.5,11,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Phoenix AZ,"1330 S 16th St, Phoenix, AZ 85034",85034,7,9,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Pittsburgh PA,"777 Penn Center Blvd #600, Pittsburgh, PA 15235",15235,6,8,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Newark NJ,"2506, 970 Broad St, Newark, NJ 07102",07102,6,8,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Portland OR,"1455 NW Overton St Suite 1, Portland, OR 97209",97209,6.5,8.5,,,,
I-485,,Application to Register Permanent Residence or Adjust Status,Mount Laurel NJ,"530 Fellowship Rd, Mt Laurel, NJ 08054",08054,9.5,17,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Queens NY,"15301 Jamaica Ave, Jamaica, NY 11432",11432,15.5,20,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Raleigh NC,"301 Roycroft Dr, Durham, NC 27703",27703,4,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Reno NV,"790 Sandhill Road, Reno, NV 89521",89521,4,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Sacramento CA,"650 Capitol Mall, Sacramento, CA 95814",95814,5,7,,,,
N-400,,Application for Naturalization,Mount Laurel NJ,"530 Fellowship Rd, Mt Laurel, NJ 08054",08054,7,18,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,St. Louis MO,"2815, 1222 Spruce St Room 2.205, St. Louis, MO 63103",63103,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Salt Lake City UT,"660 S 200 E Suite 400, Salt Lake City, UT 84111",84111,3.5,7,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,San Antonio TX,"20760 North, US-281 a, San Antonio, TX 78258",78258,8,10,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,San Bernadino CA,"995 Hardt St, San Bernardino, CA 92408",92408,5.5,7.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,San Diego CA,"995 Hardt St, San Bernardino, CA 92408",92408,6,8,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,San Fernando Valley CA,"19809 Prairie St Ste 100, Chatsworth, CA 91311",91311,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,San Francisco CA,"630 Sansome St Suite 1080, San Francisco, CA 94111",94111,8,10,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,San Jose CA,"1450 Coleman Ave, Santa Clara, CA 95050",95050,6,8,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Mount Laurel NJ,"530 Fellowship Rd, Mt Laurel, NJ 08054",08054,5.5,7.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Santa Ana CA,"34 Civic Center Plaza, Santa Ana, CA 92701",92701,11.5,15,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Seattle WA,"12500 Tukwila International Blvd, Seattle, WA 98168",98168,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Spokane WA,"920, W Riverside Ave Room 691, Spokane, WA 99201",99201,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Tampa FL,"5629 Hoover Blvd, Tampa, FL 33634",33634,11.5,15,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Tucson AZ,"3419, 4475 S Coach Dr, Tucson, AZ 85714",85714,6.5,8.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Washington DC,"20 Massachusetts Ave NW, Washington, DC 20529",20529,13.5,17.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,West Palm Beach FL,"9300 Belvedere Rd, Royal Palm Beach, FL 33411",33411,7,9,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Wichita KS,"550 W Douglas Ave, Wichita, KS 67203",67203,5.5,7.5,,,,
N-600,Application for recognition of U.S. citizenship,Application for Certificate of Citizenship,Yakima WA,"415 N 3rd St, Yakima, WA 98901",98901,6.5,8.5,,,,
